tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,player_id,player_seed,player_entry,player_name,player_hand,player_ht,player_ioc,player_age,player_rank,player_rank_points,score,best_of,round,minutes,player_ace,player_df,player_svpt,player_1stIn,player_1stWon,player_2ndWon,player_SvGms,player_bpSaved,player_bpFaced
2003-308,Munich,Clay,32,A,20030428,17,103819,1.0,,Roger Federer,R,185,SUI,21.7193702943,5.0,2480.0,6-4 6-3,3,R16,59.0,1.0,1.0,52.0,31.0,22.0,14.0,10.0,0.0,1.0
2003-308,Munich,Clay,32,A,20030428,29,103819,1.0,,Roger Federer,R,185,SUI,21.7193702943,5.0,2480.0,6-2 6-1,3,SF,55.0,2.0,1.0,54.0,37.0,25.0,12.0,8.0,6.0,6.0
2003-308,Munich,Clay,32,A,20030428,25,103819,1.0,,Roger Federer,R,185,SUI,21.7193702943,5.0,2480.0,6-2 6-3,3,QF,61.0,3.0,0.0,49.0,31.0,26.0,12.0,9.0,1.0,1.0
2003-308,Munich,Clay,32,A,20030428,1,103819,1.0,,Roger Federer,R,185,SUI,21.7193702943,5.0,2480.0,6-4 6-3,3,R32,65.0,6.0,6.0,63.0,36.0,25.0,14.0,10.0,3.0,5.0
2003-416,Rome Masters,Clay,64,M,20030505,44,103819,4.0,,Roger Federer,R,185,SUI,21.7385352498,5.0,2545.0,7-6(4) 6-2,3,R32,108.0,14.0,1.0,73.0,51.0,38.0,11.0,10.0,7.0,8.0
2003-416,Rome Masters,Clay,64,M,20030505,62,103819,4.0,,Roger Federer,R,185,SUI,21.7385352498,5.0,2545.0,6-4 4-2 RET,3,SF,57.0,3.0,1.0,40.0,16.0,14.0,17.0,7.0,1.0,1.0
2003-416,Rome Masters,Clay,64,M,20030505,63,103819,4.0,,Roger Federer,R,185,SUI,21.7385352498,5.0,2545.0,7-5 6-2 7-6(8),5,F,161.0,8.0,7.0,104.0,51.0,35.0,26.0,16.0,5.0,11.0
2003-416,Rome Masters,Clay,64,M,20030505,59,103819,4.0,,Roger Federer,R,185,SUI,21.7385352498,5.0,2545.0,6-3 5-7 6-2,3,QF,122.0,6.0,0.0,82.0,47.0,37.0,18.0,15.0,1.0,4.0
2003-416,Rome Masters,Clay,64,M,20030505,24,103819,4.0,,Roger Federer,R,185,SUI,21.7385352498,5.0,2545.0,6-3 7-5,3,R64,87.0,5.0,4.0,60.0,34.0,25.0,15.0,10.0,5.0,7.0
2003-416,Rome Masters,Clay,64,M,20030505,54,103819,4.0,,Roger Federer,R,185,SUI,21.7385352498,5.0,2545.0,6-1 6-1,3,R16,49.0,1.0,2.0,38.0,24.0,20.0,9.0,7.0,0.0,0.0
2003-414,Hamburg Masters,Clay,64,M,20030512,24,103819,3.0,,Roger Federer,R,185,SUI,21.7577002053,5.0,2890.0,6-3 6-3,3,R64,57.0,3.0,0.0,54.0,37.0,27.0,13.0,9.0,5.0,5.0
2003-414,Hamburg Masters,Clay,64,M,20030512,54,103819,3.0,,Roger Federer,R,185,SUI,21.7577002053,5.0,2890.0,6-3 2-6 6-3,3,R16,124.0,1.0,5.0,85.0,52.0,33.0,13.0,13.0,6.0,12.0
2003-414,Hamburg Masters,Clay,64,M,20030512,44,103819,3.0,,Roger Federer,R,185,SUI,21.7577002053,5.0,2890.0,6-1 6-1,3,R32,52.0,2.0,0.0,43.0,26.0,18.0,11.0,7.0,1.0,2.0
2003-520,Roland Garros,Clay,128,G,20030526,33,103819,5.0,,Roger Federer,R,185,SUI,21.7960301164,5.0,2465.0,7-6(6) 6-2 7-6(3),5,R128,131.0,10.0,4.0,103.0,59.0,45.0,18.0,16.0,4.0,8.0
2003-500,Halle,Grass,32,A,20030609,17,103819,1.0,,Roger Federer,R,185,SUI,21.8343600274,5.0,2465.0,4-6 6-2 6-1,3,R16,84.0,11.0,2.0,76.0,55.0,39.0,13.0,13.0,3.0,4.0
2003-500,Halle,Grass,32,A,20030609,1,103819,1.0,,Roger Federer,R,185,SUI,21.8343600274,5.0,2465.0,7-5 6-1,3,R32,81.0,6.0,1.0,61.0,36.0,27.0,14.0,10.0,1.0,2.0
2003-500,Halle,Grass,32,A,20030609,29,103819,1.0,,Roger Federer,R,185,SUI,21.8343600274,5.0,2465.0,4-6 7-6(4) 6-2,3,SF,145.0,12.0,4.0,90.0,60.0,47.0,14.0,15.0,2.0,4.0
2003-500,Halle,Grass,32,A,20030609,25,103819,1.0,,Roger Federer,R,185,SUI,21.8343600274,5.0,2465.0,7-5 7-6(3),3,QF,80.0,9.0,1.0,69.0,48.0,35.0,12.0,12.0,1.0,3.0
2003-500,Halle,Grass,32,A,20030609,31,103819,1.0,,Roger Federer,R,185,SUI,21.8343600274,5.0,2465.0,6-1 6-3,3,F,69.0,3.0,1.0,45.0,26.0,23.0,12.0,8.0,0.0,0.0
2003-540,Wimbledon,Grass,128,G,20030623,122,103819,4.0,,Roger Federer,R,185,SUI,21.8726899384,5.0,2580.0,6-3 6-4 6-4,5,QF,98.0,13.0,5.0,92.0,62.0,50.0,15.0,15.0,3.0,4.0
2003-540,Wimbledon,Grass,128,G,20030623,17,103819,4.0,,Roger Federer,R,185,SUI,21.8726899384,5.0,2580.0,6-3 6-3 7-6(2),5,R128,105.0,15.0,3.0,99.0,64.0,48.0,19.0,15.0,7.0,9.0
2003-540,Wimbledon,Grass,128,G,20030623,127,103819,4.0,,Roger Federer,R,185,SUI,21.8726899384,5.0,2580.0,7-6(5) 6-2 7-6(3),5,F,116.0,21.0,2.0,93.0,53.0,47.0,27.0,16.0,0.0,0.0
2003-540,Wimbledon,Grass,128,G,20030623,73,103819,4.0,,Roger Federer,R,185,SUI,21.8726899384,5.0,2580.0,7-5 6-1 6-1,5,R64,77.0,6.0,3.0,73.0,44.0,35.0,16.0,13.0,2.0,3.0
2003-540,Wimbledon,Grass,128,G,20030623,125,103819,4.0,,Roger Federer,R,185,SUI,21.8726899384,5.0,2580.0,7-6(6) 6-3 6-3,5,SF,103.0,17.0,0.0,84.0,51.0,42.0,25.0,15.0,2.0,2.0
2003-540,Wimbledon,Grass,128,G,20030623,101,103819,4.0,,Roger Federer,R,185,SUI,21.8726899384,5.0,2580.0,6-3 6-1 4-6 6-1,5,R32,120.0,13.0,4.0,110.0,59.0,43.0,31.0,17.0,5.0,6.0
2003-540,Wimbledon,Grass,128,G,20030623,115,103819,4.0,,Roger Federer,R,185,SUI,21.8726899384,5.0,2580.0,7-6(5) 6-4 6-4,5,R16,126.0,9.0,2.0,104.0,69.0,48.0,17.0,16.0,3.0,6.0
2003-314,Gstaad,Clay,32,A,20030707,17,103819,1.0,,Roger Federer,R,185,SUI,21.9110198494,3.0,3575.0,6-1 6-2,3,R16,54.0,9.0,2.0,42.0,20.0,15.0,18.0,8.0,1.0,1.0
2003-314,Gstaad,Clay,32,A,20030707,25,103819,1.0,,Roger Federer,R,185,SUI,21.9110198494,3.0,3575.0,W/O,3,QF,,,,,,,,,,
2003-314,Gstaad,Clay,32,A,20030707,1,103819,1.0,,Roger Federer,R,185,SUI,21.9110198494,3.0,3575.0,6-3 6-7(4) 6-3,3,R32,124.0,16.0,3.0,88.0,48.0,40.0,27.0,16.0,1.0,3.0
2003-314,Gstaad,Clay,32,A,20030707,29,103819,1.0,,Roger Federer,R,185,SUI,21.9110198494,3.0,3575.0,6-1 7-6(6),3,SF,88.0,12.0,2.0,61.0,39.0,33.0,11.0,10.0,1.0,2.0
2003-314,Gstaad,Clay,32,A,20030707,31,103819,1.0,,Roger Federer,R,185,SUI,21.9110198494,3.0,3575.0,5-7 6-3 6-3 1-6 6-3,5,F,169.0,19.0,11.0,148.0,83.0,59.0,30.0,23.0,10.0,16.0
2003-421,Canada Masters,Hard,64,M,20030804,59,103819,3.0,,Roger Federer,R,185,SUI,21.9876796715,3.0,3690.0,6-2 7-6(3),3,QF,76.0,8.0,0.0,57.0,37.0,31.0,12.0,10.0,0.0,0.0
2003-421,Canada Masters,Hard,64,M,20030804,44,103819,3.0,,Roger Federer,R,185,SUI,21.9876796715,3.0,3690.0,6-4 6-3,3,R32,65.0,1.0,1.0,52.0,27.0,21.0,16.0,10.0,0.0,1.0
2003-421,Canada Masters,Hard,64,M,20030804,24,103819,3.0,,Roger Federer,R,185,SUI,21.9876796715,3.0,3690.0,6-4 3-6 7-5,3,R64,125.0,11.0,5.0,92.0,51.0,38.0,22.0,15.0,7.0,10.0
2003-421,Canada Masters,Hard,64,M,20030804,62,103819,3.0,,Roger Federer,R,185,SUI,21.9876796715,3.0,3690.0,6-4 3-6 7-6(3),3,SF,116.0,9.0,10.0,100.0,56.0,47.0,19.0,16.0,7.0,9.0
2003-421,Canada Masters,Hard,64,M,20030804,54,103819,3.0,,Roger Federer,R,185,SUI,21.9876796715,3.0,3690.0,6-4 6-3,3,R16,67.0,4.0,1.0,56.0,29.0,24.0,20.0,10.0,6.0,6.0
2003-422,Cincinnati Masters,Hard,64,M,20030811,24,103819,3.0,,Roger Federer,R,185,SUI,22.006844627,2.0,3910.0,4-6 6-3 7-6(10),3,R64,122.0,14.0,4.0,108.0,69.0,58.0,22.0,16.0,9.0,10.0
2003-422,Cincinnati Masters,Hard,64,M,20030811,44,103819,3.0,,Roger Federer,R,185,SUI,22.006844627,2.0,3910.0,7-6(4) 7-6(5),3,R32,126.0,14.0,6.0,90.0,43.0,35.0,18.0,12.0,5.0,8.0
2003-560,US Open,Hard,128,G,20030825,64,103819,2.0,,Roger Federer,R,185,SUI,22.045174538,2.0,3825.0,5-7 6-3 6-3 2-0 RET,5,R128,126.0,15.0,3.0,76.0,55.0,47.0,14.0,16.0,2.0,4.0
2003-560,US Open,Hard,128,G,20030825,120,103819,2.0,,Roger Federer,R,185,SUI,22.045174538,2.0,3825.0,3-6 7-6(1) 6-4 6-3,5,R16,172.0,16.0,4.0,143.0,78.0,52.0,28.0,21.0,10.0,16.0
2003-560,US Open,Hard,128,G,20030825,96,103819,2.0,,Roger Federer,R,185,SUI,22.045174538,2.0,3825.0,6-1 6-2 6-0,5,R64,77.0,5.0,2.0,61.0,41.0,34.0,12.0,11.0,1.0,1.0
2003-560,US Open,Hard,128,G,20030825,112,103819,2.0,,Roger Federer,R,185,SUI,22.045174538,2.0,3825.0,6-3 7-6(4) 6-3,5,R32,119.0,10.0,3.0,101.0,62.0,47.0,25.0,16.0,3.0,4.0
2003-D037,Davis Cup WG SF: AUS vs SUI,Hard,4,D,20030919,3,103819,,,Roger Federer,R,185,SUI,22.1026694045,3.0,3825.0,5-7 2-6 7-6(4) 7-5 6-1,5,RR,,,,,,,,,,
2003-D037,Davis Cup WG SF: AUS vs SUI,Hard,4,D,20030919,2,103819,,,Roger Federer,R,185,SUI,22.1026694045,3.0,3825.0,6-3 6-4 7-6(3),5,RR,,,,,,,,,,
2003-337,Vienna,Hard,32,A,20031006,25,103819,1.0,,Roger Federer,R,185,SUI,22.160164271,3.0,3825.0,6-3 6-3,3,QF,60.0,6.0,0.0,61.0,40.0,30.0,11.0,9.0,2.0,2.0
2003-337,Vienna,Hard,32,A,20031006,29,103819,1.0,,Roger Federer,R,185,SUI,22.160164271,3.0,3825.0,6-2 7-6(2),3,SF,74.0,4.0,0.0,57.0,37.0,31.0,17.0,10.0,0.0,0.0
2003-337,Vienna,Hard,32,A,20031006,17,103819,1.0,,Roger Federer,R,185,SUI,22.160164271,3.0,3825.0,6-3 4-6 6-4,3,R16,116.0,2.0,7.0,83.0,42.0,34.0,19.0,15.0,0.0,4.0
2003-337,Vienna,Hard,32,A,20031006,1,103819,1.0,,Roger Federer,R,185,SUI,22.160164271,3.0,3825.0,6-2 6-2,3,R32,56.0,1.0,0.0,47.0,31.0,21.0,13.0,8.0,1.0,1.0
2003-337,Vienna,Hard,32,A,20031006,31,103819,1.0,,Roger Federer,R,185,SUI,22.160164271,3.0,3825.0,6-3 6-3 6-3,5,F,93.0,10.0,2.0,84.0,55.0,46.0,16.0,14.0,0.0,0.0
2003-1536,Madrid Masters,Hard,48,M,20031013,21,103819,3.0,,Roger Federer,R,185,SUI,22.1793292266,3.0,3825.0,6-4 6-3,3,R32,70.0,,,,,,,,,
2003-1536,Madrid Masters,Hard,48,M,20031013,45,103819,3.0,,Roger Federer,R,185,SUI,22.1793292266,3.0,3825.0,6-4 4-6 6-4,3,SF,112.0,,,,,,,,,
2003-1536,Madrid Masters,Hard,48,M,20031013,35,103819,3.0,,Roger Federer,R,185,SUI,22.1793292266,3.0,3825.0,6-3 7-6(4),3,R16,92.0,,,,,,,,,
2003-1536,Madrid Masters,Hard,48,M,20031013,42,103819,3.0,,Roger Federer,R,185,SUI,22.1793292266,3.0,3825.0,4-6 7-6(3) 6-4,3,QF,136.0,,,,,,,,,
2003-328,Basel,Carpet,32,A,20031020,24,103819,2.0,,Roger Federer,R,185,SUI,22.1984941821,3.0,3925.0,7-6(5) 6-7(5) 6-4,3,R16,143.0,10.0,3.0,125.0,87.0,58.0,26.0,17.0,5.0,7.0
2003-328,Basel,Carpet,32,A,20031020,16,103819,2.0,,Roger Federer,R,185,SUI,22.1984941821,3.0,3925.0,6-1 6-3,3,R32,57.0,3.0,2.0,49.0,27.0,21.0,13.0,8.0,1.0,1.0
2003-352,Paris Masters,Carpet,48,M,20031027,28,103819,3.0,,Roger Federer,R,185,SUI,22.2176591376,3.0,3925.0,7-6(5) 6-1,3,R32,60.0,6.0,2.0,61.0,38.0,27.0,18.0,10.0,0.0,0.0
2003-352,Paris Masters,Carpet,48,M,20031027,38,103819,3.0,,Roger Federer,R,185,SUI,22.2176591376,3.0,3925.0,6-7(3) 7-6(12) 7-6(6),3,R16,146.0,16.0,3.0,113.0,71.0,64.0,26.0,18.0,0.0,1.0
2003-352,Paris Masters,Carpet,48,M,20031027,43,103819,3.0,,Roger Federer,R,185,SUI,22.2176591376,3.0,3925.0,7-6(5) 6-1,3,QF,79.0,3.0,2.0,54.0,30.0,22.0,11.0,9.0,0.0,2.0
2003-605,Masters Cup,Hard,8,F,20031110,4,103819,,,Roger Federer,R,185,SUI,22.2559890486,3.0,3625.0,7-6(2) 6-2,3,SF,62.0,12.0,2.0,56.0,31.0,27.0,19.0,10.0,0.0,0.0
2003-605,Masters Cup,Hard,8,F,20031110,1,103819,,,Roger Federer,R,185,SUI,22.2559890486,3.0,3625.0,6-7(3) 6-3 7-6(7),3,RR,146.0,20.0,6.0,124.0,66.0,49.0,24.0,16.0,6.0,9.0
2003-605,Masters Cup,Hard,8,F,20031110,5,103819,,,Roger Federer,R,185,SUI,22.2559890486,3.0,3625.0,6-3 6-0 6-4,5,F,96.0,11.0,5.0,70.0,36.0,30.0,23.0,12.0,5.0,7.0
2003-605,Masters Cup,Hard,8,F,20031110,3,103819,,,Roger Federer,R,185,SUI,22.2559890486,3.0,3625.0,6-3 6-1,3,RR,54.0,6.0,1.0,49.0,28.0,22.0,14.0,8.0,3.0,3.0
2003-605,Masters Cup,Hard,8,F,20031110,2,103819,,,Roger Federer,R,185,SUI,22.2559890486,3.0,3625.0,6-3 6-0,3,RR,71.0,2.0,3.0,51.0,25.0,21.0,13.0,8.0,3.0,4.0
2004-580,Australian Open,Hard,128,G,20040119,120,103819,2.0,,Roger Federer,R,185,SUI,22.4476386037,2.0,4375.0,4-6 6-3 6-0 6-4,5,R16,138.0,14.0,4.0,117.0,69.0,51.0,27.0,18.0,6.0,7.0
2004-580,Australian Open,Hard,128,G,20040119,126,103819,2.0,,Roger Federer,R,185,SUI,22.4476386037,2.0,4375.0,6-4 6-1 6-4,5,SF,89.0,11.0,1.0,83.0,60.0,50.0,10.0,14.0,4.0,4.0
2004-580,Australian Open,Hard,128,G,20040119,64,103819,2.0,,Roger Federer,R,185,SUI,22.4476386037,2.0,4375.0,6-3 6-4 6-0,5,R128,89.0,13.0,3.0,68.0,41.0,33.0,20.0,13.0,0.0,0.0
2004-580,Australian Open,Hard,128,G,20040119,112,103819,2.0,,Roger Federer,R,185,SUI,22.4476386037,2.0,4375.0,6-3 6-0 6-1,5,R32,74.0,5.0,3.0,57.0,31.0,23.0,17.0,11.0,0.0,1.0
2004-580,Australian Open,Hard,128,G,20040119,96,103819,2.0,,Roger Federer,R,185,SUI,22.4476386037,2.0,4375.0,6-2 6-3 6-4,5,R64,94.0,5.0,2.0,84.0,52.0,40.0,21.0,14.0,4.0,4.0
2004-580,Australian Open,Hard,128,G,20040119,127,103819,2.0,,Roger Federer,R,185,SUI,22.4476386037,2.0,4375.0,7-6(3) 6-4 6-2,5,F,135.0,8.0,2.0,90.0,48.0,36.0,25.0,15.0,1.0,3.0
2004-580,Australian Open,Hard,128,G,20040119,124,103819,2.0,,Roger Federer,R,185,SUI,22.4476386037,2.0,4375.0,7-5 6-4 5-7 6-3,5,QF,161.0,20.0,3.0,127.0,76.0,63.0,22.0,22.0,8.0,11.0
2004-D005,Davis Cup WG R1: ROU vs SUI,Clay,4,D,20040206,2,103819,,,Roger Federer,R,185,SUI,22.4859685147,1.0,5225.0,7-6(4) 6-3 6-1,5,RR,,,,,,,,,,
2004-D005,Davis Cup WG R1: ROU vs SUI,Clay,4,D,20040206,3,103819,,,Roger Federer,R,185,SUI,22.4859685147,1.0,5225.0,6-3 6-2 7-5,5,RR,,,,,,,,,,
2004-407,Rotterdam,Hard,32,A,20040216,17,103819,1.0,,Roger Federer,R,185,SUI,22.5242984257,1.0,5170.0,7-6(2) 7-5,3,R16,96.0,4.0,4.0,85.0,55.0,44.0,13.0,12.0,3.0,4.0
2004-407,Rotterdam,Hard,32,A,20040216,25,103819,1.0,,Roger Federer,R,185,SUI,22.5242984257,1.0,5170.0,6-3 7-6(9),3,QF,98.0,2.0,3.0,75.0,45.0,27.0,17.0,10.0,5.0,8.0
2004-407,Rotterdam,Hard,32,A,20040216,1,103819,1.0,,Roger Federer,R,185,SUI,22.5242984257,1.0,5170.0,6-4 6-3,3,R32,74.0,5.0,0.0,49.0,32.0,29.0,11.0,10.0,0.0,0.0
2004-495,Dubai,Hard,32,A,20040301,31,103819,1.0,,Roger Federer,R,185,SUI,22.5626283368,1.0,4930.0,4-6 6-1 6-2,3,F,95.0,6.0,0.0,67.0,43.0,34.0,17.0,13.0,0.0,1.0
2004-495,Dubai,Hard,32,A,20040301,1,103819,1.0,,Roger Federer,R,185,SUI,22.5626283368,1.0,4930.0,7-6(2) 7-6(4),3,R32,119.0,4.0,3.0,96.0,46.0,35.0,28.0,12.0,9.0,11.0
2004-495,Dubai,Hard,32,A,20040301,29,103819,1.0,,Roger Federer,R,185,SUI,22.5626283368,1.0,4930.0,7-6(7) 6-2,3,SF,81.0,3.0,1.0,63.0,36.0,27.0,16.0,10.0,3.0,4.0
2004-495,Dubai,Hard,32,A,20040301,17,103819,1.0,,Roger Federer,R,185,SUI,22.5626283368,1.0,4930.0,6-3 6-4,3,R16,88.0,6.0,3.0,61.0,37.0,31.0,13.0,10.0,3.0,3.0
2004-495,Dubai,Hard,32,A,20040301,25,103819,1.0,,Roger Federer,R,185,SUI,22.5626283368,1.0,4930.0,6-3 6-3,3,QF,68.0,3.0,1.0,50.0,31.0,25.0,12.0,9.0,0.0,0.0
2004-404,Indian Wells Masters,Hard,96,M,20040308,65,103819,1.0,,Roger Federer,R,185,SUI,22.5817932923,1.0,5170.0,6-3 6-2,3,R32,63.0,6.0,3.0,58.0,31.0,25.0,15.0,9.0,1.0,1.0
2004-404,Indian Wells Masters,Hard,96,M,20040308,95,103819,1.0,,Roger Federer,R,185,SUI,22.5817932923,1.0,5170.0,6-3 6-3,3,F,67.0,3.0,0.0,45.0,27.0,23.0,13.0,9.0,0.0,0.0
2004-404,Indian Wells Masters,Hard,96,M,20040308,89,103819,1.0,,Roger Federer,R,185,SUI,22.5817932923,1.0,5170.0,6-2 6-1,3,QF,63.0,4.0,2.0,53.0,31.0,23.0,12.0,8.0,1.0,2.0
2004-404,Indian Wells Masters,Hard,96,M,20040308,81,103819,1.0,,Roger Federer,R,185,SUI,22.5817932923,1.0,5170.0,6-4 6-1,3,R16,71.0,7.0,1.0,51.0,33.0,26.0,11.0,9.0,1.0,1.0
2004-404,Indian Wells Masters,Hard,96,M,20040308,93,103819,1.0,,Roger Federer,R,185,SUI,22.5817932923,1.0,5170.0,4-6 6-3 6-4,3,SF,113.0,12.0,5.0,85.0,50.0,41.0,22.0,15.0,5.0,6.0
2004-404,Indian Wells Masters,Hard,96,M,20040308,33,103819,1.0,,Roger Federer,R,185,SUI,22.5817932923,1.0,5170.0,6-1 6-1,3,R64,64.0,5.0,2.0,44.0,29.0,22.0,9.0,7.0,3.0,3.0
2004-403,Miami Masters,Hard,96,M,20040322,33,103819,1.0,,Roger Federer,R,185,SUI,22.6201232033,1.0,5635.0,6-2 3-6 7-5,3,R64,117.0,7.0,3.0,96.0,63.0,46.0,13.0,15.0,4.0,7.0
2004-403,Miami Masters,Hard,96,M,20040322,65,103819,1.0,,Roger Federer,R,185,SUI,22.6201232033,1.0,5635.0,6-3 6-3,3,R32,70.0,8.0,2.0,56.0,34.0,21.0,13.0,9.0,4.0,7.0
2004-D011,Davis Cup WG QF: SUI vs FRA,Hard,4,D,20040409,3,103819,,,Roger Federer,R,185,SUI,22.6584531143,1.0,5545.0,6-2 7-5 6-4,5,RR,,,,,,,,,,
2004-D011,Davis Cup WG QF: SUI vs FRA,Hard,4,D,20040409,1,103819,,,Roger Federer,R,185,SUI,22.6584531143,1.0,5545.0,6-2 6-4 6-4,5,RR,,,,,,,,,,
2004-416,Rome Masters,Clay,64,M,20040503,1,103819,1.0,,Roger Federer,R,185,SUI,22.7351129363,1.0,5430.0,7-6(4) 6-3,3,R64,84.0,4.0,3.0,69.0,39.0,33.0,19.0,11.0,1.0,1.0
2004-416,Rome Masters,Clay,64,M,20040503,33,103819,1.0,,Roger Federer,R,185,SUI,22.7351129363,1.0,5430.0,3-6 6-3 6-2,3,R32,127.0,6.0,4.0,83.0,48.0,35.0,13.0,13.0,6.0,10.0
2004-414,Hamburg Masters,Clay,64,M,20040510,63,103819,1.0,,Roger Federer,R,185,SUI,22.7542778919,1.0,5115.0,4-6 6-4 6-2 6-3,5,F,141.0,7.0,0.0,113.0,64.0,49.0,30.0,19.0,2.0,4.0
2004-414,Hamburg Masters,Clay,64,M,20040510,1,103819,1.0,,Roger Federer,R,185,SUI,22.7542778919,1.0,5115.0,6-1 5-7 6-4,3,R64,116.0,11.0,1.0,97.0,55.0,39.0,20.0,15.0,10.0,14.0
2004-414,Hamburg Masters,Clay,64,M,20040510,33,103819,1.0,,Roger Federer,R,185,SUI,22.7542778919,1.0,5115.0,6-3 6-3,3,R32,60.0,1.0,0.0,46.0,30.0,27.0,10.0,9.0,0.0,0.0
2004-414,Hamburg Masters,Clay,64,M,20040510,61,103819,1.0,,Roger Federer,R,185,SUI,22.7542778919,1.0,5115.0,6-0 6-4,3,SF,61.0,5.0,0.0,41.0,28.0,22.0,9.0,8.0,0.0,1.0
2004-414,Hamburg Masters,Clay,64,M,20040510,57,103819,1.0,,Roger Federer,R,185,SUI,22.7542778919,1.0,5115.0,6-4 6-3,3,QF,64.0,2.0,1.0,57.0,34.0,26.0,17.0,10.0,1.0,1.0
2004-414,Hamburg Masters,Clay,64,M,20040510,49,103819,1.0,,Roger Federer,R,185,SUI,22.7542778919,1.0,5115.0,7-5 6-1,3,R16,74.0,1.0,2.0,54.0,40.0,31.0,8.0,10.0,1.0,2.0
2004-520,Roland Garros,Clay,128,G,20040524,97,103819,1.0,,Roger Federer,R,185,SUI,22.7926078029,1.0,5540.0,6-4 6-4 6-4,5,R32,124.0,10.0,2.0,95.0,60.0,41.0,17.0,15.0,8.0,12.0
2004-520,Roland Garros,Clay,128,G,20040524,1,103819,1.0,,Roger Federer,R,185,SUI,22.7926078029,1.0,5540.0,6-1 6-2 6-1,5,R128,76.0,4.0,1.0,54.0,33.0,29.0,15.0,11.0,0.0,0.0
2004-520,Roland Garros,Clay,128,G,20040524,65,103819,1.0,,Roger Federer,R,185,SUI,22.7926078029,1.0,5540.0,6-3 6-4 7-6(6),5,R64,151.0,5.0,12.0,126.0,67.0,53.0,23.0,15.0,12.0,15.0
2004-500,Halle,Grass,32,A,20040607,29,103819,1.0,,Roger Federer,R,185,SUI,22.8309377139,1.0,5610.0,6-3 6-4,3,SF,53.0,4.0,2.0,50.0,31.0,25.0,15.0,10.0,0.0,0.0
2004-500,Halle,Grass,32,A,20040607,31,103819,1.0,,Roger Federer,R,185,SUI,22.8309377139,1.0,5610.0,6-0 6-3,3,F,57.0,3.0,0.0,42.0,31.0,25.0,8.0,8.0,0.0,0.0
2004-500,Halle,Grass,32,A,20040607,25,103819,1.0,,Roger Federer,R,185,SUI,22.8309377139,1.0,5610.0,6-3 7-5,3,QF,72.0,5.0,4.0,56.0,39.0,34.0,10.0,11.0,0.0,0.0
2004-500,Halle,Grass,32,A,20040607,17,103819,1.0,,Roger Federer,R,185,SUI,22.8309377139,1.0,5610.0,6-2 6-1,3,R16,69.0,3.0,0.0,42.0,26.0,19.0,10.0,8.0,0.0,1.0
2004-500,Halle,Grass,32,A,20040607,1,103819,1.0,,Roger Federer,R,185,SUI,22.8309377139,1.0,5610.0,6-3 6-2,3,R32,69.0,10.0,4.0,56.0,34.0,28.0,11.0,9.0,6.0,7.0
2004-540,Wimbledon,Grass,128,G,20040621,97,103819,1.0,,Roger Federer,R,185,SUI,22.8692676249,1.0,5610.0,6-3 6-4 6-3,5,R32,98.0,11.0,2.0,80.0,53.0,42.0,18.0,14.0,2.0,2.0
2004-540,Wimbledon,Grass,128,G,20040621,113,103819,1.0,,Roger Federer,R,185,SUI,22.8692676249,1.0,5610.0,6-3 7-6(3) 7-6(5),5,R16,110.0,6.0,1.0,96.0,72.0,59.0,20.0,17.0,2.0,2.0
2004-540,Wimbledon,Grass,128,G,20040621,127,103819,1.0,,Roger Federer,R,185,SUI,22.8692676249,1.0,5610.0,4-6 7-5 7-6(3) 6-4,5,F,151.0,12.0,3.0,154.0,95.0,64.0,34.0,22.0,10.0,14.0
2004-540,Wimbledon,Grass,128,G,20040621,1,103819,1.0,,Roger Federer,R,185,SUI,22.8692676249,1.0,5610.0,6-3 6-3 6-0,5,R128,80.0,6.0,4.0,64.0,43.0,37.0,14.0,12.0,2.0,2.0
2004-540,Wimbledon,Grass,128,G,20040621,65,103819,1.0,,Roger Federer,R,185,SUI,22.8692676249,1.0,5610.0,6-1 6-2 6-0,5,R64,54.0,6.0,1.0,57.0,43.0,36.0,9.0,11.0,0.0,0.0
2004-540,Wimbledon,Grass,128,G,20040621,121,103819,1.0,,Roger Federer,R,185,SUI,22.8692676249,1.0,5610.0,6-1 6-7(1) 6-0 6-4,5,QF,140.0,19.0,0.0,125.0,72.0,51.0,30.0,18.0,10.0,11.0
2004-540,Wimbledon,Grass,128,G,20040621,125,103819,1.0,,Roger Federer,R,185,SUI,22.8692676249,1.0,5610.0,6-2 6-3 7-6(6),5,SF,120.0,6.0,3.0,91.0,54.0,41.0,20.0,14.0,1.0,2.0
2004-314,Gstaad,Clay,32,A,20040705,29,103819,1.0,,Roger Federer,R,185,SUI,22.9075975359,1.0,5610.0,6-3 3-6 6-3,3,SF,91.0,7.0,1.0,77.0,49.0,38.0,19.0,14.0,3.0,4.0
2004-314,Gstaad,Clay,32,A,20040705,25,103819,1.0,,Roger Federer,R,185,SUI,22.9075975359,1.0,5610.0,6-1 5-7 6-4,3,QF,98.0,7.0,4.0,90.0,51.0,40.0,18.0,15.0,4.0,6.0
2004-314,Gstaad,Clay,32,A,20040705,31,103819,1.0,,Roger Federer,R,185,SUI,22.9075975359,1.0,5610.0,6-2 6-3 5-7 6-3,5,F,118.0,6.0,0.0,101.0,55.0,43.0,31.0,19.0,2.0,4.0
